hierarchy,title,field,subsection title,subsection content,record_id
TC,Multiple Modification Attempts with Varying Workloads,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec path, PythonSV, Supercollider.",1.1.4.2
TC,Multiple Modification Attempts with Varying Workloads,description,Ecosystem SW *,"Test Requirements: BIOS with CSR lock capability, validated BIOS version, OS kernel with RAPL support, scheduler and driver settings as required.",1.1.4.2
TC,Multiple Modification Attempts with Varying Workloads,description,Test HW Requirements and HW Configuration *,"SoC with Socket RAPL domain, platform topology per spec, thermal and debug setup.",1.1.4.2
TC,CSR Lock Bit Verification and Negative Path,description,TC Description *,Verify that the CSR lock bit is correctly set by BIOS and that in-band modification attempts are rejected. Attempt to clear the lock bit via in-band agent and confirm that the lock remains enforced.,1.1.4.3
TC,CSR Lock Bit Verification and Negative Path,description,Test Steps *,1. Configure BIOS to set CSR lock bit for Socket RAPL. 2. Boot system and read lock bit status via register access. 3. Attempt to clear lock bit via in-band agent. 4. Attempt to modify Socket RAPL power limit via in-band agent. 5. Monitor RAPL perf status and frequency ceiling for any changes.,1.1.4.3
TC,CSR Lock Bit Verification and Negative Path,description,Pass/Fail Criteria &amp; HW Errors *,Pass if lock bit remains set and no change occurs in RAPL perf status or frequency ceiling. Fail if lock bit is cleared or any change is detected.,1.1.4.3
TC,CSR Lock Bit Verification and Negative Path,description,Intent Verify *,Use PythonSV and PMON to read lock bit and monitor status/frequency. Review logs for enforcement.,1.1.4.3
TC,CSR Lock Bit Verification and Negative Path,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for lock enforcement.",1.1.4.3
TC,CSR Lock Bit Verification and Negative Path,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec path, PythonSV, Supercollider.",1.1.4.3
TC,CSR Lock Bit Verification and Negative Path,description,Ecosystem SW *,"Test Requirements: BIOS with CSR lock capability, validated BIOS version, OS kernel with RAPL support, scheduler and driver settings as required.",1.1.4.3
TC,CSR Lock Bit Verification and Negative Path,description,Test HW Requirements and HW Configuration *,"SoC with Socket RAPL domain, platform topology per spec, thermal and debug setup.",1.1.4.3
TCD,Negative Testing: Disabled Domain Throttling Attempt,description,Description *,"Validate that when Socket RAPL domain is disabled, applying workload above typical power limit does not result in throttling or perf status increment.",1.1.5
TCD,Negative Testing: Disabled Domain Throttling Attempt,description,Algorithm of Testing *,"Disable Socket RAPL domain via PBM_DISABLE, apply workload to exceed typical power limit, and monitor core/uncore frequencies and RAPL perf status for any throttling or status increment.",1.1.5
TCD,Negative Testing: Disabled Domain Throttling Attempt,description,Randomization *,Not applicable; test is deterministic based on domain disable state.,1.1.5
TCD,Negative Testing: Disabled Domain Throttling Attempt,description,Required Configurations and Dependencies *,"Requires PBM_DISABLE setting, workload generator, and monitoring of core/uncore frequencies and RAPL perf status.",1.1.5
TCD,Negative Testing: Disabled Domain Throttling Attempt,description,Cross-Feature Interaction *,"Involves PBM_DISABLE, core/uncore frequency control, and RAPL perf status monitoring.",1.1.5
TCD,Negative Testing: Disabled Domain Throttling Attempt,description,DFx Requirements *,Must verify no throttling or perf status increment when domain is disabled; debug via frequency and status sampling.,1.1.5
TCD,Negative Testing: Disabled Domain Throttling Attempt,description,Negative Testing *,Attempt to trigger throttling with domain disabled and verify no effect.,1.1.5
TC,Disabled Domain Throttling Attempt,description,TC Description *,Disable Socket RAPL domain using PBM_DISABLE setting. Apply workload to drive power consumption above the typical Socket RAPL limit. Monitor core and uncore frequencies and RAPL perf status to verify that no throttling is applied and perf status does not increment.,1.1.5.1
TC,Disabled Domain Throttling Attempt,description,Test Steps *,1. Set PBM_DISABLE to disable Socket RAPL domain. 2. Boot system and verify domain is disabled. 3. Apply workload to exceed typical Socket RAPL power limit. 4. Monitor and record core and uncore frequencies and RAPL perf status throughout the test. 5. Compare values to confirm no throttling or status increment.,1.1.5.1
TC,Disabled Domain Throttling Attempt,description,Pass/Fail Criteria &amp; HW Errors *,Pass if no throttling is observed and RAPL perf status remains unchanged. Fail if any throttling or status increment occurs.,1.1.5.1
TC,Disabled Domain Throttling Attempt,description,Intent Verify *,Use PMON and Visa to monitor frequencies and perf status. Review logs for any changes.,1.1.5.1
TC,Disabled Domain Throttling Attempt,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for domain disable enforcement.",1.1.5.1
TC,Disabled Domain Throttling Attempt,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec path, PythonSV, Supercollider.",1.1.5.1
TC,Disabled Domain Throttling Attempt,description,Ecosystem SW *,"Test Requirements: BIOS with PBM_DISABLE capability, validated BIOS version, OS kernel with RAPL support, scheduler and driver settings as required.",1.1.5.1
TC,Disabled Domain Throttling Attempt,description,Test HW Requirements and HW Configuration *,"SoC with Socket RAPL domain, platform topology per spec, thermal and debug setup.",1.1.5.1
TC,Multiple Workload Levels with Disabled Domain,description,TC Description *,"With Socket RAPL domain disabled, apply workloads at different intensity levels (moderate, high, maximum) to attempt to trigger throttling. Monitor core/uncore frequencies and RAPL perf status for any changes.",1.1.5.2
TC,Multiple Workload Levels with Disabled Domain,description,Test Steps *,"1. Disable Socket RAPL domain via PBM_DISABLE. 2. For each workload level (moderate, high, maximum): a. Apply workload. b. Monitor and record core/uncore frequencies and RAPL perf status. 3. Compare values for each workload.",1.1.5.2
TC,Multiple Workload Levels with Disabled Domain,description,Pass/Fail Criteria &amp; HW Errors *,Pass if no throttling or perf status increment is observed for any workload. Fail if any change is detected.,1.1.5.2
TC,Multiple Workload Levels with Disabled Domain,description,Intent Verify *,Use PMON and Visa to monitor frequencies and status. Review logs for changes.,1.1.5.2
TC,Multiple Workload Levels with Disabled Domain,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for domain disable enforcement.",1.1.5.2
TC,Multiple Workload Levels with Disabled Domain,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec path, PythonSV, Supercollider.",1.1.5.2
TC,Multiple Workload Levels with Disabled Domain,description,Ecosystem SW *,"Test Requirements: BIOS with PBM_DISABLE capability, validated BIOS version, OS kernel with RAPL support, scheduler and driver settings as required.",1.1.5.2
TC,Multiple Workload Levels with Disabled Domain,description,Test HW Requirements and HW Configuration *,"SoC with Socket RAPL domain, platform topology per spec, thermal and debug setup.",1.1.5.2
TC,Domain Disable Persistence Verification,description,TC Description *,"After disabling Socket RAPL domain, perform a system reset and verify that the domain remains disabled. Apply workload to exceed typical power limit and confirm no throttling or perf status increment occurs.",1.1.5.3
TC,Domain Disable Persistence Verification,description,Test Steps *,1. Disable Socket RAPL domain via PBM_DISABLE. 2. Perform a system reset. 3. Verify that Socket RAPL domain remains disabled. 4. Apply workload to exceed typical power limit. 5. Monitor core/uncore frequencies and RAPL perf status for any changes.,1.1.5.3
TC,Domain Disable Persistence Verification,description,Pass/Fail Criteria &amp; HW Errors *,Pass if domain remains disabled after reset and no throttling or status increment occurs. Fail if domain is re-enabled or any change is detected.,1.1.5.3
TC,Domain Disable Persistence Verification,description,Intent Verify *,"Use PMON and Visa to monitor domain status, frequencies, and perf status. Review logs for persistence.",1.1.5.3
TC,Domain Disable Persistence Verification,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for domain disable persistence.",1.1.5.3
TC,Domain Disable Persistence Verification,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec path, PythonSV, Supercollider.",1.1.5.3
TC,Domain Disable Persistence Verification,description,Ecosystem SW *,"Test Requirements: BIOS with PBM_DISABLE capability, validated BIOS version, OS kernel with RAPL support, scheduler and driver settings as required.",1.1.5.3
TC,Domain Disable Persistence Verification,description,Test HW Requirements and HW Configuration *,"SoC with Socket RAPL domain, platform topology per spec, thermal and debug setup.",1.1.5.3
