hierarchy,title,field,subsection title,subsection content,record_id
TC,Verify RAPL_perf_status and Power Enforcement During Rapid Changes,description,Test HW Requirements and HW Configuration *,"Platform with supported SoC, power monitoring instrumentation.",1.1.4.3
TCD,Negative Test: Disable Power Limit and Observe Throttling,description,Description *,"This test validates that disabling a power limit does not allow system power to exceed platform constraints, as hardware throttling mechanisms should engage.",1.1.5
TCD,Negative Test: Disable Power Limit and Observe Throttling,description,Algorithm of Testing *,"Disable a power limit via supported interface, apply workload to exceed previous limit, and monitor for hardware throttling and system stability.",1.1.5
TCD,Negative Test: Disable Power Limit and Observe Throttling,description,Randomization *,No randomization; test disables power limit and applies workload.,1.1.5
TCD,Negative Test: Disable Power Limit and Observe Throttling,description,Required Configurations and Dependencies *,"Requires RAPL limits enabled and not locked, access to PBM_DISABLE or equivalent, and monitoring tools for power, RAPL_perf_status, and throttle signals.",1.1.5
TCD,Negative Test: Disable Power Limit and Observe Throttling,description,Cross-Feature Interaction *,"Involves RAPL, PBM_DISABLE, hardware throttling (PROCHOT, PMAX), and system power management.",1.1.5
TCD,Negative Test: Disable Power Limit and Observe Throttling,description,DFx Requirements *,"Observability via IMON, RAPL_perf_status, IO_THERM_INDICATIONS.FAST_RAPL_THROTTLE[22], PROCHOT, and PMAX.",1.1.5
TC,Disable Power Limit and Apply Exceeding Workload,description,TC Description *,"With RAPL limits enabled and not locked, disable a power limit (e.g., set PBM_DISABLE) via supported interface. Apply a workload that would exceed the previously set power limit. Monitor system power consumption, RAPL_perf_status, and check for assertion of throttling signals (IO_THERM_INDICATIONS.FAST_RAPL_THROTTLE[22], PROCHOT, PMAX).",1.1.5.1
TC,Disable Power Limit and Apply Exceeding Workload,description,Test Steps *,"1. Boot system with RAPL limits enabled and not locked. 2. Disable power limit via PBM_DISABLE or equivalent. 3. Apply workload to exceed previous power limit. 4. Monitor IMON, RAPL_perf_status, IO_THERM_INDICATIONS.FAST_RAPL_THROTTLE[22], PROCHOT, and PMAX. 5. Collect logs for analysis.",1.1.5.1
TC,Disable Power Limit and Apply Exceeding Workload,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if system throttles via hardware mechanisms when physical constraints are exceeded, RAPL_perf_status does not increment for disabled limit, and system remains stable. Fail if system exceeds constraints, does not throttle, or is unstable.",1.1.5.1
TC,Disable Power Limit and Apply Exceeding Workload,description,Intent Verify *,"Use IMON, RAPL_perf_status, and throttle signal logs to confirm correct hardware response.",1.1.5.1
TC,Disable Power Limit and Apply Exceeding Workload,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers.",1.1.5.1
TC,Disable Power Limit and Apply Exceeding Workload,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, PythonSV, workload generator.",1.1.5.1
TC,Disable Power Limit and Apply Exceeding Workload,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL enabled and not locked, default OS and drivers.",1.1.5.1
TC,Disable Power Limit and Apply Exceeding Workload,description,Test HW Requirements and HW Configuration *,"Platform with supported SoC, power and throttle signal monitoring instrumentation.",1.1.5.1
TC,Monitor Throttle Signals After Power Limit Disable,description,TC Description *,"After disabling a power limit, continuously monitor IO_THERM_INDICATIONS.FAST_RAPL_THROTTLE[22], PROCHOT, and PMAX signals during workload execution to verify that hardware throttling is asserted when necessary.",1.1.5.2
TC,Monitor Throttle Signals After Power Limit Disable,description,Test Steps *,"1. Configure system as in previous TC. 2. Disable power limit and apply workload. 3. Continuously monitor IO_THERM_INDICATIONS.FAST_RAPL_THROTTLE[22], PROCHOT, and PMAX. 4. Correlate throttle signal assertions with workload and power consumption. 5. Collect and analyze logs.",1.1.5.2
TC,Monitor Throttle Signals After Power Limit Disable,description,Pass/Fail Criteria &amp; HW Errors *,Pass if throttle signals are asserted when physical constraints are exceeded and system remains stable. Fail if signals are not asserted or system is unstable.,1.1.5.2
TC,Monitor Throttle Signals After Power Limit Disable,description,Intent Verify *,Use throttle signal logs and workload correlation to confirm correct hardware throttling.,1.1.5.2
TC,Monitor Throttle Signals After Power Limit Disable,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers.",1.1.5.2
TC,Monitor Throttle Signals After Power Limit Disable,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, PythonSV, workload generator.",1.1.5.2
TC,Monitor Throttle Signals After Power Limit Disable,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL enabled and not locked, default OS and drivers.",1.1.5.2
TC,Monitor Throttle Signals After Power Limit Disable,description,Test HW Requirements and HW Configuration *,"Platform with supported SoC, throttle signal monitoring instrumentation.",1.1.5.2
TC,Verify RAPL_perf_status Does Not Increment for Disabled Limit,description,TC Description *,"After disabling a power limit, monitor RAPL_perf_status to ensure it does not increment for the disabled limit during workload execution. Correlate RAPL_perf_status with power limit status and throttle events.",1.1.5.3
TC,Verify RAPL_perf_status Does Not Increment for Disabled Limit,description,Test Steps *,1. Configure system as in previous TCs. 2. Disable power limit and apply workload. 3. Continuously monitor RAPL_perf_status during test. 4. Correlate RAPL_perf_status with power limit status and throttle signal assertions. 5. Collect logs for analysis.,1.1.5.3
TC,Verify RAPL_perf_status Does Not Increment for Disabled Limit,description,Pass/Fail Criteria &amp; HW Errors *,Pass if RAPL_perf_status does not increment for disabled limit and system remains stable. Fail if RAPL_perf_status increments or system is unstable.,1.1.5.3
TC,Verify RAPL_perf_status Does Not Increment for Disabled Limit,description,Intent Verify *,Use RAPL_perf_status and power limit status logs to confirm correct behavior.,1.1.5.3
TC,Verify RAPL_perf_status Does Not Increment for Disabled Limit,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers.",1.1.5.3
TC,Verify RAPL_perf_status Does Not Increment for Disabled Limit,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, PythonSV, workload generator.",1.1.5.3
TC,Verify RAPL_perf_status Does Not Increment for Disabled Limit,description,Ecosystem SW *,"Test Requirements: BIOS with RAPL enabled and not locked, default OS and drivers.",1.1.5.3
TC,Verify RAPL_perf_status Does Not Increment for Disabled Limit,description,Test HW Requirements and HW Configuration *,"Platform with supported SoC, power and throttle signal monitoring instrumentation.",1.1.5.3
