hierarchy,title,field,subsection title,subsection content,record_id
TC,WP4 Write and GO_DEC Command Synchronization,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for WP4 and GO command synchronization.",1.1.4.2
TC,WP4 Write and GO_DEC Command Synchronization,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec, PythonSV, Supercollider. Use register monitoring and scenario generation tools.",1.1.4.2
TC,WP4 Write and GO_DEC Command Synchronization,description,Ecosystem SW *,"Test Requirements: BIOS with WP4 and GO command support, OS kernel and scheduler settings, validated drivers, registry keys for WP4 observability.",1.1.4.2
TC,WP4 Write and GO_DEC Command Synchronization,description,Test HW Requirements and HW Configuration *,"Platform with ACP mode enabled, correct SoC stepping, full DIMM/PCIe, thermal solution, debug instrumentation, and power measurement setup.",1.1.4.2
TC,Frequency Limit Verification per License Level after WP4 Application,description,TC Description *,"This test verifies that after applying new WP4 values with GO_INC or GO_DEC commands, the core/IP applies the correct frequency limits per license level as resolved by Pcode. It ensures that the applied frequency matches the expected TRL for the granted license.",1.1.4.3
TC,Frequency Limit Verification per License Level after WP4 Application,description,Test Steps *,1. Enable ACP mode and ensure Pcode has sent resolved TRL rows as WP4 writes. 2. Write new WP4 values and issue GO_INC or GO_DEC commands. 3. Monitor the applied frequency and compare it to the expected TRL for the granted license. 4. Log the results and check for mismatches.,1.1.4.3
TC,Frequency Limit Verification per License Level after WP4 Application,description,Pass/Fail Criteria &amp; HW Errors *,Pass if the applied frequency matches the resolved TRL for the granted license after WP4 application. Fail if there is a mismatch or incorrect frequency limit. HW errors include incorrect frequency application or TRL mismatch.,1.1.4.3
TC,Frequency Limit Verification per License Level after WP4 Application,description,Intent Verify *,"Use Visa and PMON to monitor applied frequency, WP4 registers, and TRL values. Analyze logs for correct frequency limit application.",1.1.4.3
TC,Frequency Limit Verification per License Level after WP4 Application,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for frequency limit verification.",1.1.4.3
TC,Frequency Limit Verification per License Level after WP4 Application,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec, PythonSV, Supercollider. Use frequency monitoring and scenario generation tools.",1.1.4.3
TC,Frequency Limit Verification per License Level after WP4 Application,description,Ecosystem SW *,"Test Requirements: BIOS with TRL and WP4 support, OS kernel and scheduler settings, validated drivers, registry keys for frequency observability.",1.1.4.3
TC,Frequency Limit Verification per License Level after WP4 Application,description,Test HW Requirements and HW Configuration *,"Platform with ACP mode enabled, correct SoC stepping, full DIMM/PCIe, thermal solution, debug instrumentation, and power measurement setup.",1.1.4.3
TCD,ICCP/PVP Grant and Threshold Propagation and Observability,description,Description *,"Validate that ICCP license grants correctly propagate PVP threshold values, and that grant and threshold signals are updated and observable at both core and PMA interfaces with no mismatches or stale values.",1.1.5
TCD,ICCP/PVP Grant and Threshold Propagation and Observability,description,Algorithm of Testing *,"Randomly trigger ICCP license requests and monitor the propagation and update of ICCPU2CGrantLicenseMnnnH, PVP1024Thold[7:0], and PvpThold[7:0] signals at all relevant interfaces.",1.1.5
TCD,ICCP/PVP Grant and Threshold Propagation and Observability,description,Randomization *,Randomize ICCP license request values and timing to cover all grant and threshold update scenarios.,1.1.5
TCD,ICCP/PVP Grant and Threshold Propagation and Observability,description,Required Configurations and Dependencies *,"Both cores active with valid work-points, observability of grant and threshold signals at core and PMA interfaces.",1.1.5
TCD,ICCP/PVP Grant and Threshold Propagation and Observability,description,Cross-Feature Interaction *,"Involves cores, PMA, TADREG, PVP threshold logic, and grant signaling.",1.1.5
TCD,ICCP/PVP Grant and Threshold Propagation and Observability,description,DFx Requirements *,"Ensure valid and updated propagation of grant and threshold signals, monitor for mismatches or stale values.",1.1.5
TC,ICCP License Grant and PVP Threshold Update Verification,description,TC Description *,"This test triggers ICCP license requests from both cores and verifies that for each grant, the ICCPU2CGrantLicenseMnnnH, PVP1024Thold[7:0], and PvpThold[7:0] signals are updated and match the expected values for the granted license. It ensures that no mismatches or stale values are observed.",1.1.5.1
TC,ICCP License Grant and PVP Threshold Update Verification,description,Test Steps *,"1. Ensure both cores are active with valid work-points. 2. Randomly trigger ICCP license requests from both cores. 3. For each grant, monitor ICCPU2CGrantLicenseMnnnH, PVP1024Thold[7:0], and PvpThold[7:0] at core and PMA interfaces. 4. Compare observed values to expected values for the granted license. 5. Log all updates and check for mismatches or stale values.",1.1.5.1
TC,ICCP License Grant and PVP Threshold Update Verification,description,Pass/Fail Criteria &amp; HW Errors *,"Pass if all signals are updated and match expected values for each grant, with no mismatches or stale values. Fail if any signal is incorrect or not updated. HW errors include mismatched or stale grant/threshold signals.",1.1.5.1
TC,ICCP License Grant and PVP Threshold Update Verification,description,Intent Verify *,Use Visa and PMON to monitor grant and threshold signals at all interfaces. Analyze logs for correct propagation and updates.,1.1.5.1
TC,ICCP License Grant and PVP Threshold Update Verification,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for grant and threshold propagation.",1.1.5.1
TC,ICCP License Grant and PVP Threshold Update Verification,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec, PythonSV, Supercollider. Use register monitoring and scenario generation tools.",1.1.5.1
TC,ICCP License Grant and PVP Threshold Update Verification,description,Ecosystem SW *,"Test Requirements: BIOS with grant and threshold propagation support, OS kernel and scheduler settings, validated drivers, registry keys for signal observability.",1.1.5.1
TC,ICCP License Grant and PVP Threshold Update Verification,description,Test HW Requirements and HW Configuration *,"Platform with two active cores, correct SoC stepping, full DIMM/PCIe, thermal solution, debug instrumentation, and power measurement setup.",1.1.5.1
TC,Stale Value Detection on Grant and Threshold Signals,description,TC Description *,"This test triggers ICCP license requests and monitors for stale values on ICCPU2CGrantLicenseMnnnH, PVP1024Thold[7:0], and PvpThold[7:0] signals. It verifies that all signals are updated promptly with each grant and that no old or incorrect values persist.",1.1.5.2
TC,Stale Value Detection on Grant and Threshold Signals,description,Test Steps *,1. Ensure both cores are active with valid work-points. 2. Trigger ICCP license requests with varying values and timing. 3. Monitor grant and threshold signals at core and PMA interfaces. 4. Check for any stale or outdated values after each grant. 5. Log all observations and analyze for prompt updates.,1.1.5.2
TC,Stale Value Detection on Grant and Threshold Signals,description,Pass/Fail Criteria &amp; HW Errors *,Pass if all signals are updated promptly with each grant and no stale values are observed. Fail if any signal retains an old value after a new grant. HW errors include stale or delayed signal updates.,1.1.5.2
TC,Stale Value Detection on Grant and Threshold Signals,description,Intent Verify *,Use PMON and Visa to monitor signal updates and logs for stale value detection.,1.1.5.2
TC,Stale Value Detection on Grant and Threshold Signals,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for signal update timing.",1.1.5.2
TC,Stale Value Detection on Grant and Threshold Signals,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec, PythonSV, Supercollider. Use register monitoring and scenario generation tools.",1.1.5.2
TC,Stale Value Detection on Grant and Threshold Signals,description,Ecosystem SW *,"Test Requirements: BIOS with signal update support, OS kernel and scheduler settings, validated drivers, registry keys for signal observability.",1.1.5.2
TC,Stale Value Detection on Grant and Threshold Signals,description,Test HW Requirements and HW Configuration *,"Platform with two active cores, correct SoC stepping, full DIMM/PCIe, thermal solution, debug instrumentation, and power measurement setup.",1.1.5.2
TC,Grant and Threshold Signal Consistency across Core and PMA Interfaces,description,TC Description *,"This test verifies that ICCPU2CGrantLicenseMnnnH, PVP1024Thold[7:0], and PvpThold[7:0] signals are consistent and match at both the core and PMA interfaces for each ICCP license grant. It ensures that no mismatches occur between interfaces.",1.1.5.3
TC,Grant and Threshold Signal Consistency across Core and PMA Interfaces,description,Test Steps *,1. Ensure both cores are active with valid work-points. 2. Trigger ICCP license requests and monitor grant and threshold signals at both core and PMA interfaces. 3. Compare values at both interfaces for each grant. 4. Log all comparisons and check for mismatches.,1.1.5.3
TC,Grant and Threshold Signal Consistency across Core and PMA Interfaces,description,Pass/Fail Criteria &amp; HW Errors *,Pass if all signals are consistent and match at both interfaces for each grant. Fail if any mismatch is observed. HW errors include inconsistent signal values between interfaces.,1.1.5.3
TC,Grant and Threshold Signal Consistency across Core and PMA Interfaces,description,Intent Verify *,Use Visa and PMON to monitor and compare signals at both interfaces. Analyze logs for consistency.,1.1.5.3
TC,Grant and Threshold Signal Consistency across Core and PMA Interfaces,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. Enable PVT checkers for signal consistency.",1.1.5.3
TC,Grant and Threshold Signal Consistency across Core and PMA Interfaces,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec, PythonSV, Supercollider. Use register monitoring and scenario generation tools.",1.1.5.3
TC,Grant and Threshold Signal Consistency across Core and PMA Interfaces,description,Ecosystem SW *,"Test Requirements: BIOS with signal consistency support, OS kernel and scheduler settings, validated drivers, registry keys for signal observability.",1.1.5.3
TC,Grant and Threshold Signal Consistency across Core and PMA Interfaces,description,Test HW Requirements and HW Configuration *,"Platform with two active cores, correct SoC stepping, full DIMM/PCIe, thermal solution, debug instrumentation, and power measurement setup.",1.1.5.3
