hierarchy,title,field,subsection title,subsection content,record_id
TC,Simultaneous Stress Event Trigger and didt Risk Mitigation,description,Test Steps *,1. Enable PMA and telemetry on all cores/modules. 2. Simultaneously trigger stress events across multiple cores/modules. 3. Randomize number and timing of transitions. 4. Monitor PMA FSMs for electrical sequence ordering. 5. Observe Punit/Pcode staggering of C6 License handshakes. 6. Repeat for different event types and module configurations.,1.1.4.1
TC,Simultaneous Stress Event Trigger and didt Risk Mitigation,description,Pass/Fail Criteria &amp; HW Errors *,Pass if transitions are staggered and system remains stable. Fail if simultaneous high-stress transitions occur or system instability is observed. HW errors include missed staggering or instability.,1.1.4.1
TC,Simultaneous Stress Event Trigger and didt Risk Mitigation,description,Intent Verify *,"Use PMA telemetry logs, transition ordering logs, and PMON to confirm staggered transitions and stability.",1.1.4.1
TC,Simultaneous Stress Event Trigger and didt Risk Mitigation,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. PVT checkers for didt risk mitigation.",1.1.4.1
TC,Simultaneous Stress Event Trigger and didt Risk Mitigation,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec path for concurrency, PythonSV for scripting, Supercollider for stress.",1.1.4.1
TC,Simultaneous Stress Event Trigger and didt Risk Mitigation,description,Ecosystem SW *,"Test Requirements: BIOS with PMA and telemetry enabled, OS kernel with scheduler settings for stress, drivers for PMA and Punit/Pcode.",1.1.4.1
TC,Simultaneous Stress Event Trigger and didt Risk Mitigation,description,Test HW Requirements and HW Configuration *,"SoC with multiple cores/modules, platform with DIMMs, PCIe devices, robust power solution, debug instrumentation for transition monitoring.",1.1.4.1
TC,Simultaneous Stress Event Trigger and didt Risk Mitigation,description,PVT *,Monitor voltage rails during simultaneous stress event triggering.,1.1.4.1
TC,Simultaneous Stress Event Trigger and didt Risk Mitigation,description,Performance/Bandwidth Testing *,Measure system stability and transition ordering.,1.1.4.1
TC,Simultaneous Stress Event Trigger and didt Risk Mitigation,description,ISOC Validation *,Validate device interactions during staggered transitions.,1.1.4.1
TC,Staggered Transition Flow and Prevention Action Validation,description,TC Description *,"After simultaneous stress events are triggered, monitor PMA FSMs and Punit/Pcode for staggered transition flow. Verify that prevention actions such as throttling and staggered transitions are taken to mitigate didt risk and maintain system stability.",1.1.4.2
TC,Staggered Transition Flow and Prevention Action Validation,description,Test Steps *,1. Enable PMA and telemetry on all cores/modules. 2. Trigger stress events across modules. 3. Monitor PMA FSMs for transition ordering. 4. Observe Punit/Pcode staggering and prevention actions. 5. Verify system stability. 6. Repeat for different module and event configurations.,1.1.4.2
TC,Staggered Transition Flow and Prevention Action Validation,description,Pass/Fail Criteria &amp; HW Errors *,Pass if prevention actions are taken and system remains stable. Fail if prevention actions are missed or instability occurs. HW errors include missed prevention actions or instability.,1.1.4.2
TC,Staggered Transition Flow and Prevention Action Validation,description,Intent Verify *,"Use PMA telemetry logs, transition ordering logs, and PMON to confirm prevention actions and stability.",1.1.4.2
TC,Staggered Transition Flow and Prevention Action Validation,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. PVT checkers for prevention action and stability.",1.1.4.2
TC,Staggered Transition Flow and Prevention Action Validation,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec path, PythonSV, Supercollider.",1.1.4.2
TC,Staggered Transition Flow and Prevention Action Validation,description,Ecosystem SW *,"Test Requirements: BIOS with PMA and prevention features enabled, OS kernel with scheduler settings, drivers for PMA and Punit/Pcode.",1.1.4.2
TC,Staggered Transition Flow and Prevention Action Validation,description,Test HW Requirements and HW Configuration *,"SoC with multiple cores/modules, platform with DIMMs, PCIe devices, power solution, debug instrumentation for prevention monitoring.",1.1.4.2
TC,Staggered Transition Flow and Prevention Action Validation,description,PVT *,Monitor voltage rails during prevention actions.,1.1.4.2
TC,Staggered Transition Flow and Prevention Action Validation,description,Performance/Bandwidth Testing *,Measure effectiveness of staggered transitions and prevention actions.,1.1.4.2
TC,Staggered Transition Flow and Prevention Action Validation,description,ISOC Validation *,Validate device interactions during prevention actions.,1.1.4.2
TC,System Stability Verification Under Randomized Stress Scenarios,description,TC Description *,Randomize number of participating cores and timing of stress event transitions to cover diverse didt scenarios. Monitor system stability and verify that no simultaneous high-stress transitions occur across modules.,1.1.4.3
TC,System Stability Verification Under Randomized Stress Scenarios,description,Test Steps *,1. Enable PMA and telemetry on all cores/modules. 2. Randomize number and timing of stress event transitions. 3. Monitor system stability and transition ordering. 4. Verify no simultaneous high-stress transitions across modules. 5. Repeat for different randomization scenarios.,1.1.4.3
TC,System Stability Verification Under Randomized Stress Scenarios,description,Pass/Fail Criteria &amp; HW Errors *,Pass if system remains stable and transitions are staggered. Fail if instability or simultaneous transitions occur. HW errors include instability or missed staggering.,1.1.4.3
TC,System Stability Verification Under Randomized Stress Scenarios,description,Intent Verify *,"Use PMA telemetry logs, transition ordering logs, and PMON to confirm stability and staggered transitions.",1.1.4.3
TC,System Stability Verification Under Randomized Stress Scenarios,description,Validation Automation Global Checkers *,"Enable SST, Central, and Concurrency checkers. PVT checkers for stability under randomization.",1.1.4.3
TC,System Stability Verification Under Randomized Stress Scenarios,description,Validation SW *,"Tool and Content Requirements: OSBV/SVOS, PMON, Perspec path, PythonSV, Supercollider.",1.1.4.3
TC,System Stability Verification Under Randomized Stress Scenarios,description,Ecosystem SW *,"Test Requirements: BIOS with PMA and telemetry enabled, OS kernel with scheduler settings, drivers for PMA and Punit/Pcode.",1.1.4.3
TC,System Stability Verification Under Randomized Stress Scenarios,description,Test HW Requirements and HW Configuration *,"SoC with multiple cores/modules, platform with DIMMs, PCIe devices, power solution, debug instrumentation for stability monitoring.",1.1.4.3
TC,System Stability Verification Under Randomized Stress Scenarios,description,PVT *,Monitor voltage rails during randomized stress scenarios.,1.1.4.3
TC,System Stability Verification Under Randomized Stress Scenarios,description,Performance/Bandwidth Testing *,Measure system stability and transition effectiveness.,1.1.4.3
TC,System Stability Verification Under Randomized Stress Scenarios,description,ISOC Validation *,Validate device interactions during randomized stress scenarios.,1.1.4.3
